         9x3.9SFR                 (9x39SFR.dat)                                                                                                                                     
         v2022-0915                                                                                                                                                                 
         Simulation Date: 12/12/2023                                                                                                                                                
                                                                                                                                                                                    
         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                                                                                                                         
                                                                                                                                                                                    
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                              
                                                                                                                                                                                    
         DEFINITIONS:                                                                                                                                                               
         J=V/nD (advance ratio)                                                                                                                                                     
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                                    
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                                     
         Pe=Ct*J/Cp (efficiency)                                                                                                                                                    
         V  (model speed in MPH)                                                                                                                                                    
         Mach (at prop tip)                                                                                                                                                         
         Reyn (at 75% of span)                                                                                                                                                      
         FOM (Figure of Merit)                                                                                                                                                      
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       18.69      0.3655      0.4065      0.0106      0.0095       0.010       0.103       0.080       7.304       0.012       0.355       4.962        0.22      58594.    0.0914  
       19.44      0.3801      0.3554      0.0080      0.0086       0.009       0.093       0.060       6.575       0.010       0.269       4.171        0.22      58650.    0.0669  
       20.18      0.3947      0.2814      0.0054      0.0076       0.008       0.082       0.041       5.806       0.009       0.181       3.180        0.22      58709.    0.0418  
       20.93      0.4093      0.1720      0.0027      0.0065       0.007       0.070       0.021       4.996       0.008       0.092       1.874        0.22      58769.    0.0176  
       21.68      0.4240      0.0026      0.0000      0.0054       0.006       0.058       0.000       4.143       0.007       0.001       0.027        0.22      58830.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       7000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0543      0.0184       0.030       0.269       0.556      22.310       0.030       2.473      11.302        0.25      67321.    0.5494  
        0.87      0.0146      0.0425      0.0534      0.0184       0.030       0.270       0.547      22.351       0.030       2.434      11.106        0.25      67342.    0.5356  
        1.74      0.0292      0.0834      0.0525      0.0184       0.030       0.270       0.538      22.376       0.031       2.393      10.905        0.25      67365.    0.5215  
        2.62      0.0439      0.1228      0.0515      0.0184       0.030       0.270       0.528      22.381       0.031       2.349      10.702        0.25      67389.    0.5070  
        3.49      0.0585      0.1606      0.0505      0.0184       0.030       0.270       0.517      22.364       0.031       2.302      10.495        0.25      67415.    0.4922  
        4.36      0.0731      0.1967      0.0494      0.0184       0.030       0.270       0.506      22.321       0.030       2.251      10.285        0.25      67442.    0.4770  
        5.23      0.0877      0.2311      0.0482      0.0183       0.030       0.269       0.494      22.248       0.030       2.197      10.071        0.25      67471.    0.4615  
        6.11      0.1024      0.2639      0.0470      0.0182       0.030       0.267       0.481      22.143       0.030       2.140       9.855        0.25      67502.    0.4457  
        6.98      0.1170      0.2949      0.0456      0.0181       0.030       0.266       0.467      22.001       0.030       2.079       9.636        0.25      67534.    0.4295  
        7.85      0.1316      0.3241      0.0442      0.0180       0.029       0.263       0.453      21.818       0.030       2.014       9.414        0.25      67568.    0.4130  
        8.72      0.1462      0.3515      0.0427      0.0178       0.029       0.261       0.437      21.591       0.029       1.946       9.189        0.25      67603.    0.3962  
        9.60      0.1609      0.3770      0.0411      0.0175       0.029       0.257       0.421      21.315       0.029       1.873       8.960        0.25      67641.    0.3791  
       10.47      0.1755      0.4006      0.0394      0.0173       0.028       0.253       0.404      20.987       0.029       1.796       8.727        0.25      67680.    0.3615  
       11.34      0.1901      0.4221      0.0376      0.0170       0.028       0.249       0.386      20.603       0.028       1.715       8.489        0.25      67721.    0.3436  
       12.21      0.2047      0.4415      0.0358      0.0166       0.027       0.243       0.366      20.160       0.028       1.630       8.244        0.25      67764.    0.3254  
       13.09      0.2194      0.4586      0.0338      0.0162       0.026       0.237       0.346      19.658       0.027       1.541       7.993        0.25      67809.    0.3067  
       13.96      0.2340      0.4732      0.0318      0.0157       0.026       0.231       0.325      19.094       0.026       1.448       7.732        0.25      67855.    0.2876  
       14.83      0.2486      0.4851      0.0296      0.0152       0.025       0.223       0.304      18.468       0.025       1.351       7.460        0.25      67904.    0.2681  
       15.70      0.2632      0.4940      0.0275      0.0146       0.024       0.215       0.281      17.784       0.024       1.251       7.175        0.25      67954.    0.2481  
       16.58      0.2779      0.4996      0.0252      0.0140       0.023       0.206       0.258      17.042       0.023       1.149       6.875        0.25      68006.    0.2278  
       17.45      0.2925      0.5013      0.0229      0.0134       0.022       0.196       0.235      16.243       0.022       1.044       6.553        0.25      68060.    0.2070  
       18.32      0.3071      0.4985      0.0205      0.0127       0.021       0.186       0.211      15.386       0.021       0.936       6.206        0.25      68116.    0.1857  
       19.19      0.3217      0.4902      0.0181      0.0119       0.019       0.175       0.186      14.471       0.020       0.827       5.826        0.25      68174.    0.1637  
       20.07      0.3364      0.4752      0.0157      0.0111       0.018       0.163       0.161      13.496       0.018       0.715       5.401        0.25      68234.    0.1412  
       20.94      0.3510      0.4514      0.0132      0.0103       0.017       0.150       0.135      12.460       0.017       0.601       4.917        0.25      68296.    0.1178  
